time,	T,	w,	th
0.165,	0,	0,	0
0.166,	0,	0,	0
0.167,	0,	0,	0
0.168,	0,	0,	0
0.169,	0,	0,	0
0.17,	0,	0,	0
0.171,	0,	0,	0
0.172,	0,	0,	0
0.173,	0,	0,	0
0.174,	0,	0,	0
0.175,	0,	0,	0
0.176,	0,	0,	0
0.177,	0,	0,	0
0.178,	0,	0,	0
0.179,	0,	0,	0
0.18,	0,	0,	0
0.181,	0,	0,	0
0.182,	0,	0,	0
0.183,	0,	0,	0
0.184,	0,	0,	0
0.185,	0,	0,	0
0.186,	0,	0,	0
0.187,	0,	0,	0
0.188,	0,	0,	0
0.189,	0,	0,	0
0.19,	0,	0,	0
0.191,	0,	0,	0
0.192,	0,	0,	0
0.193,	0,	0,	0
0.194,	0,	0,	0
0.195,	0,	0,	0
0.196,	0,	0,	0
0.197,	0,	0,	0
0.198,	0,	0,	0
0.199,	0,	0,	0
0.2,	0,	0,	0
0.201,	0,	0,	0
0.202,	0,	0,	0
0.203,	0,	0,	0
0.204,	0,	0,	0
0.205,	0,	0,	0
0.206,	0,	0,	0
0.207,	0,	0,	0
0.208,	0,	0,	0
0.209,	0,	0,	0
0.21,	0,	0,	0
0.211,	0,	0,	0
0.212,	0,	0,	0
0.213,	0,	0,	0
0.214,	0,	0,	0
0.215,	0,	0,	0
0.216,	0,	0,	0
0.217,	0,	0,	0
0.218,	0,	0,	0
0.219,	0,	0,	0
0.22,	0,	0,	0
0.221,	0,	0,	0
0.222,	0,	0,	0
0.223,	0,	0,	0
0.224,	0,	0,	0
0.225,	0,	0,	0
0.226,	0,	0,	0
0.227,	0,	0,	0
0.228,	0,	0,	0
0.229,	0,	0,	0
0.23,	0,	0,	0
0.231,	0,	0,	0
0.232,	0,	0,	0
0.233,	0,	0,	0
0.234,	0,	0,	0
0.235,	0,	0,	0
0.236,	0,	0,	0
0.237,	0,	0,	0
0.238,	0,	0,	0
0.239,	0,	0,	0
0.24,	0,	0,	0
0.241,	0,	0,	0
0.242,	0,	0,	0
0.243,	0,	0,	0
0.244,	0,	0,	0
0.245,	0,	0,	0
0.246,	0,	0,	0
0.247,	0,	0,	0
0.248,	0,	0,	0
0.249,	0,	0,	0
0.25,	0,	0,	0
0.251,	0,	0,	0
0.252,	0,	0,	0
0.253,	0,	0,	0
0.254,	0,	0,	0
0.255,	0,	0,	0
0.256,	0,	0,	0
0.257,	0,	0,	0
0.258,	0,	0,	0
0.259,	0,	0,	0
0.26,	0,	0,	0
0.261,	0,	0,	0
0.262,	0,	0,	0
0.263,	0,	0,	0
0.264,	0,	0,	0
0.265,	0,	0,	0
0.266,	0,	0,	0
0.267,	0,	0,	0
0.268,	0,	0,	0
0.269,	0,	0,	0
0.27,	0,	0,	0
0.271,	0,	0,	0
0.272,	0,	0,	0
0.273,	0,	0,	0
0.274,	0,	0,	0
0.275,	0,	0,	0
0.276,	0,	0,	0
0.277,	0,	0,	0
0.278,	0,	0,	0
0.279,	0,	0,	0
0.28,	0,	0,	0
0.281,	0,	0,	0
0.282,	0,	0,	0
0.283,	0,	0,	0
0.284,	0,	0,	0
0.285,	0,	0,	0
0.286,	0,	0,	0
0.287,	0,	0,	0
0.288,	0,	0,	0
0.289,	0,	0,	0
0.29,	0,	0,	0
0.291,	0,	0,	0
0.292,	0,	0,	0
0.293,	0,	0,	0
0.294,	0,	0,	0
0.295,	0,	0,	0
0.296,	0,	0,	0
0.297,	0,	0,	0
0.298,	0,	0,	0
0.299,	0,	0,	0
0.3,	0,	0,	0
0.301,	0,	0,	0
0.302,	0,	0,	0
0.303,	0,	0,	0
0.304,	0,	0,	0
0.305,	0,	0,	0
0.306,	0,	0,	0
0.307,	0,	0,	0
0.308,	0,	0,	0
0.309,	0,	0,	0
0.31,	0,	0,	0
0.311,	0,	0,	0
0.312,	0,	0,	0
0.313,	0,	0,	0
0.314,	0,	0,	0
0.315,	0,	0,	0
0.316,	0,	0,	0
0.317,	0,	0,	0
0.318,	0,	0,	0
0.319,	0,	0,	0
0.32,	0,	0,	0
0.321,	0,	0,	0
0.322,	0,	0,	0
0.323,	0,	0,	0
0.324,	0,	0,	0
0.325,	0,	0,	0
0.326,	0,	0,	0
0.327,	0,	0,	0
0.328,	0,	0,	0
0.329,	0,	0,	0
0.33,	0,	0,	0
0.331,	0,	0,	0
0.332,	0,	0,	0
0.333,	0,	0,	0
0.334,	0,	0,	0
0.335,	0,	0,	0
0.336,	0,	0,	0
0.337,	0,	0,	0
0.338,	0,	0,	0
0.339,	0,	0,	0
0.34,	0,	0,	0
0.341,	0,	0,	0
0.342,	0,	0,	0
0.343,	0,	0,	0
0.344,	0,	0,	0
0.345,	0,	0,	0
0.346,	0,	0,	0
0.347,	0,	0,	0
0.348,	0,	0,	0
0.349,	0,	0,	0
0.35,	0,	0,	0
0.351,	0,	0,	0
0.352,	0,	0,	0
0.353,	0,	0,	0
0.354,	0,	0,	0
0.355,	0,	0,	0
0.356,	0,	0,	0
0.357,	0,	0,	0
0.358,	0,	0,	0
0.359,	0,	0,	0
0.36,	0,	0,	0
0.361,	0,	0,	0
0.362,	0,	0,	0
0.363,	0,	0,	0
0.364,	0,	0,	0
0.365,	0,	0,	0
0.366,	0,	0,	0
0.367,	0,	0,	0
0.368,	0,	0,	0
0.369,	0,	0,	0
0.37,	0,	0,	0
0.371,	0,	0,	0
0.372,	0,	0,	0
0.373,	0,	0,	0
0.374,	0,	0,	0
0.375,	0,	0,	0
0.376,	0,	0,	0
0.377,	0,	0,	0
0.378,	0,	0,	0
0.379,	0,	0,	0
0.38,	0,	0,	0
0.381,	0,	0,	0
0.382,	0,	0,	0
0.383,	0,	0,	0
0.384,	0,	0,	0
0.385,	0,	0,	0
0.386,	0,	0,	0
0.387,	0,	0,	0
0.388,	0,	0,	0
0.389,	0,	0,	0
0.39,	0,	0,	0
0.391,	0,	0,	0
0.392,	0,	0,	0
0.393,	0,	0,	0
0.394,	0,	0,	0
0.395,	0,	0,	0
0.396,	0,	0,	0
0.397,	0,	0,	0
0.398,	0,	0,	0
0.399,	0,	0,	0
0.4,	0,	0,	0
0.401,	0,	0,	0
0.402,	0,	0,	0
0.403,	0,	0,	0
0.404,	0,	0,	0
0.405,	0,	0,	0
0.406,	0,	0,	0
0.407,	0,	0,	0
0.408,	0,	0,	0
0.409,	0,	0,	0
0.41,	0,	0,	0
0.411,	0,	0,	0
0.412,	0,	0,	0
0.413,	0,	0,	0
0.414,	0,	0,	0
0.415,	0,	0,	0
0.416,	0,	0,	0
0.417,	0,	0,	0
0.418,	0,	0,	0
0.419,	0,	0,	0
0.42,	0,	0,	0
0.421,	0,	0,	0
0.422,	0,	0,	0
0.423,	0,	0,	0
0.424,	0,	0,	0
0.425,	0,	0,	0
0.426,	0,	0,	0
0.427,	0,	0,	0
0.428,	0,	0,	0
0.429,	0,	0,	0
0.43,	0,	0,	0
0.431,	0,	0,	0
0.432,	0,	0,	0
0.433,	0,	0,	0
0.434,	0,	0,	0
0.435,	0,	0,	0
0.436,	0,	0,	0
0.437,	0,	0,	0
0.438,	0,	0,	0
0.439,	0,	0,	0
0.44,	0,	0,	0
0.441,	0,	0,	0
0.442,	0,	0,	0
0.443,	0,	0,	0
0.444,	0,	0,	0
0.445,	0,	0,	0
0.446,	0,	0,	0
0.447,	0,	0,	0
0.448,	0,	0,	0
0.449,	0,	0,	0
0.45,	0,	0,	0
0.451,	0,	0,	0
0.452,	0,	0,	0
0.453,	0,	0,	0
0.454,	0,	0,	0
0.455,	0,	0,	0
0.456,	0,	0,	0
0.457,	0,	0,	0
0.458,	0,	0,	0
0.459,	0,	0,	0
0.46,	0,	0,	0
0.461,	0,	0,	0
0.462,	0,	0,	0
0.463,	0,	0,	0
0.464,	0,	0,	0
0.465,	0,	0,	0
0.466,	0,	0,	0
0.467,	0,	0,	0
0.468,	0,	0,	0
0.469,	0,	0,	0
0.47,	0,	0,	0
0.471,	0,	0,	0
0.472,	0,	0,	0
0.473,	0,	0,	0
0.474,	0,	0,	0
0.475,	0,	0,	0
0.476,	0,	0,	0
0.477,	0,	0,	0
0.478,	0,	0,	0
0.479,	0,	0,	0
0.48,	0,	0,	0
0.481,	0,	0,	0
0.482,	0,	0,	0
0.483,	0,	0,	0
0.484,	0,	0,	0
0.485,	0,	0,	0
0.486,	0,	0,	0
0.487,	0,	0,	0
0.488,	0,	0,	0
0.489,	0,	0,	0
0.49,	0,	0,	0
0.491,	0,	0,	0
0.492,	0,	0,	0
0.493,	0,	0,	0
0.494,	0,	0,	0
0.495,	0,	0,	0
0.496,	0,	0,	0
0.497,	0,	0,	0
0.498,	0,	0,	0
0.499,	0,	0,	0
0.5,	-33.3333,	0.0666667,	3.33333e-05
0.501,	-33.3333,	0.133333,	0.000133333
0.502,	-33.3333,	0.2,	0.0003
0.503,	-33.3333,	0.266667,	0.000533333
0.504,	-33.3333,	0.333333,	0.000833333
0.505,	-33.3333,	0.4,	0.0012
0.506,	-33.3333,	0.466667,	0.00163333
0.507,	-33.3333,	0.533333,	0.00213333
0.508,	-33.3333,	0.6,	0.0027
0.509,	-33.3334,	0.666667,	0.00333333
0.51,	-33.3333,	0.733333,	0.00403333
0.511,	-33.3333,	0.8,	0.0048
0.512,	-33.3334,	0.866667,	0.00563333
0.513,	-33.3333,	0.933333,	0.00653333
0.514,	-33.3334,	1,	0.0075
0.515,	-33.3333,	1.06667,	0.00853333
0.516,	-33.3334,	1.13333,	0.00963333
0.517,	-33.3333,	1.2,	0.0108
0.518,	-33.3334,	1.26667,	0.0120333
0.519,	-33.3334,	1.33333,	0.0133333
0.52,	-33.3333,	1.4,	0.0147
0.521,	-33.3334,	1.46667,	0.0161333
0.522,	-33.3334,	1.53333,	0.0176333
0.523,	-33.3332,	1.6,	0.0192
0.524,	-33.3334,	1.66667,	0.0208333
0.525,	-33.3334,	1.73333,	0.0225333
0.526,	-33.3333,	1.8,	0.0243
0.527,	-33.3334,	1.86667,	0.0261333
0.528,	-33.3334,	1.93333,	0.0280333
0.529,	-33.3334,	2,	0.03
0.53,	-33.3333,	2.06667,	0.0320333
0.531,	-33.3333,	2.13333,	0.0341333
0.532,	-33.3334,	2.2,	0.0363
0.533,	-33.3333,	2.26667,	0.0385333
0.534,	-33.3333,	2.33333,	0.0408333
0.535,	-33.3333,	2.4,	0.0432
0.536,	-33.3334,	2.46667,	0.0456333
0.537,	-33.3333,	2.53333,	0.0481333
0.538,	-33.3333,	2.6,	0.0507
0.539,	-33.3334,	2.66667,	0.0533333
0.54,	-33.3333,	2.73333,	0.0560333
0.541,	-33.3333,	2.8,	0.0588
0.542,	-33.3334,	2.86667,	0.0616333
0.543,	-33.3333,	2.93333,	0.0645333
0.544,	-33.3333,	3,	0.0675
0.545,	-33.3334,	3.06667,	0.0705333
0.546,	-33.3332,	3.13333,	0.0736333
0.547,	-33.3333,	3.2,	0.0768
0.548,	-33.3334,	3.26667,	0.0800333
0.549,	-33.3333,	3.33333,	0.0833333
0.55,	-33.3333,	3.4,	0.0867
0.551,	-33.3334,	3.46667,	0.0901333
0.552,	-33.3333,	3.53333,	0.0936333
0.553,	-33.3333,	3.6,	0.0972
0.554,	-33.3334,	3.66667,	0.100833
0.555,	-33.3333,	3.73333,	0.104533
0.556,	-33.3333,	3.8,	0.1083
0.557,	-33.3334,	3.86667,	0.112133
0.558,	-33.3333,	3.93333,	0.116033
0.559,	-33.3334,	4,	0.12
0.56,	-33.3333,	4.06667,	0.124033
0.561,	-33.3333,	4.13333,	0.128133
0.562,	-33.3333,	4.2,	0.1323
0.563,	-33.3333,	4.26667,	0.136533
0.564,	-33.3333,	4.33333,	0.140833
0.565,	-33.3335,	4.4,	0.1452
0.566,	-33.3333,	4.46667,	0.149633
0.567,	-33.3333,	4.53333,	0.154133
0.568,	-33.3333,	4.6,	0.1587
0.569,	-33.3333,	4.66667,	0.163333
0.57,	-33.3333,	4.73333,	0.168033
0.571,	-33.3333,	4.8,	0.1728
0.572,	-33.3335,	4.86667,	0.177633
0.573,	-33.3333,	4.93333,	0.182533
0.574,	-33.3333,	5,	0.1875
0.575,	-33.3333,	5.06667,	0.192533
0.576,	-33.3333,	5.13333,	0.197633
0.577,	-33.3333,	5.2,	0.2028
0.578,	-33.3335,	5.26667,	0.208033
0.579,	-33.3333,	5.33333,	0.213333
0.58,	-33.3333,	5.4,	0.2187
0.581,	-33.3333,	5.46667,	0.224133
0.582,	-33.3333,	5.53333,	0.229633
0.583,	-33.3333,	5.6,	0.2352
0.584,	-33.3333,	5.66667,	0.240833
0.585,	-33.3335,	5.73333,	0.246533
0.586,	-33.3333,	5.8,	0.2523
0.587,	-33.3333,	5.86667,	0.258133
0.588,	-33.3333,	5.93333,	0.264033
0.589,	-33.3333,	6,	0.27
0.59,	-33.3333,	6.06667,	0.276033
0.591,	-33.3335,	6.13333,	0.282133
0.592,	-33.3333,	6.2,	0.2883
0.593,	-33.3331,	6.26667,	0.294533
0.594,	-33.3331,	6.33333,	0.300833
0.595,	-33.3333,	6.4,	0.3072
0.596,	-33.3331,	6.46667,	0.313633
0.597,	-33.3333,	6.53333,	0.320133
0.598,	-33.3331,	6.6,	0.3267
0.599,	-33.3331,	6.66666,	0.333333
0.6,	-33.3333,	6.73333,	0.340033
0.601,	-33.3331,	6.8,	0.3468
0.602,	-33.3333,	6.86666,	0.353633
0.603,	-33.3331,	6.93333,	0.360533
0.604,	-33.3331,	7,	0.3675
0.605,	-33.3333,	7.06666,	0.374533
0.606,	-33.3331,	7.13333,	0.381633
0.607,	-33.3331,	7.2,	0.3888
0.608,	-33.3333,	7.26666,	0.396033
0.609,	-33.3331,	7.33333,	0.403333
0.61,	-33.3331,	7.39999,	0.4107
0.611,	-33.3333,	7.46666,	0.418133
0.612,	-33.3331,	7.53333,	0.425633
0.613,	-33.3333,	7.59999,	0.4332
0.614,	-33.3331,	7.66666,	0.440833
0.615,	-33.3331,	7.73333,	0.448533
0.616,	-33.3333,	7.79999,	0.4563
0.617,	-33.3331,	7.86666,	0.464133
0.618,	-33.3333,	7.93332,	0.472033
0.619,	-33.3331,	7.99999,	0.48
0.62,	-33.3331,	8.06666,	0.488033
0.621,	-33.3333,	8.13332,	0.496133
0.622,	-33.3328,	8.19999,	0.5043
0.623,	-33.3333,	8.26666,	0.512533
0.624,	-33.3333,	8.33332,	0.520833
0.625,	-33.3333,	8.39999,	0.5292
0.626,	-33.3328,	8.46665,	0.537633
0.627,	-33.3333,	8.53332,	0.546133
0.628,	-33.3333,	8.59999,	0.5547
0.629,	-33.3328,	8.66665,	0.563333
0.63,	-33.3333,	8.73332,	0.572033
0.631,	-33.3333,	8.79999,	0.5808
0.632,	-33.3328,	8.86665,	0.589633
0.633,	-33.3333,	8.93332,	0.598533
0.634,	-33.3333,	8.99999,	0.6075
0.635,	-33.3328,	9.06665,	0.616533
0.636,	-33.3333,	9.13332,	0.625633
0.637,	-33.3333,	9.19998,	0.6348
0.638,	-33.3333,	9.26665,	0.644033
0.639,	-33.3328,	9.33332,	0.653333
0.64,	-33.3333,	9.39998,	0.6627
0.641,	-33.3333,	9.46665,	0.672133
0.642,	-33.3328,	9.53332,	0.681633
0.643,	-33.3333,	9.59998,	0.6912
0.644,	-33.3333,	9.66665,	0.700833
0.645,	-33.3328,	9.73331,	0.710533
0.646,	-33.3333,	9.79998,	0.7203
0.647,	-33.3333,	9.86665,	0.730133
0.648,	-33.3328,	9.93331,	0.740033
0.649,	-33.3333,	9.99998,	0.75
0.65,	-33.3333,	10.0666,	0.760033
0.651,	-33.3328,	10.1333,	0.770133
0.652,	-33.3333,	10.2,	0.7803
0.653,	-33.3333,	10.2666,	0.790533
0.654,	-33.3328,	10.3333,	0.800833
0.655,	-33.3333,	10.4,	0.811199
0.656,	-33.3333,	10.4666,	0.821633
0.657,	-33.3333,	10.5333,	0.832133
0.658,	-33.3328,	10.6,	0.842699
0.659,	-33.3333,	10.6666,	0.853333
0.66,	-33.3333,	10.7333,	0.864033
0.661,	-33.3328,	10.8,	0.874799
0.662,	-33.3333,	10.8666,	0.885633
0.663,	-33.3333,	10.9333,	0.896533
0.664,	-33.3328,	11,	0.907499
0.665,	-33.3333,	11.0666,	0.918532
0.666,	-33.3333,	11.1333,	0.929632
0.667,	-33.3328,	11.2,	0.940799
0.668,	-33.3333,	11.2666,	0.952032
0.669,	-33.3333,	11.3333,	0.963332
0.67,	-33.3333,	11.4,	0.974699
0.671,	-33.3328,	11.4666,	0.986132
0.672,	-33.3333,	11.5333,	0.997632
0.673,	-33.3333,	11.6,	1.0092
0.674,	-33.3328,	11.6666,	1.02083
0.675,	-33.3333,	11.7333,	1.03253
0.676,	-33.3333,	11.8,	1.0443
0.677,	-33.3328,	11.8666,	1.05613
0.678,	-33.3333,	11.9333,	1.06803
0.679,	-33.3333,	12,	1.08
0.68,	-33.3328,	12.0666,	1.09203
0.681,	-33.3333,	12.1333,	1.10413
0.682,	-33.3333,	12.2,	1.1163
0.683,	-33.3328,	12.2666,	1.12853
0.684,	-33.3333,	12.3333,	1.14083
0.685,	-33.3333,	12.4,	1.1532
0.686,	-33.3328,	12.4666,	1.16563
0.687,	-33.3333,	12.5333,	1.17813
0.688,	-33.3333,	12.6,	1.1907
0.689,	-33.3333,	12.6666,	1.20333
0.69,	-33.3328,	12.7333,	1.21603
0.691,	-33.3333,	12.8,	1.2288
0.692,	-33.3333,	12.8666,	1.24163
0.693,	-33.3328,	12.9333,	1.25453
0.694,	-33.3333,	13,	1.2675
0.695,	-33.3333,	13.0666,	1.28053
0.696,	-33.3328,	13.1333,	1.29363
0.697,	-33.3333,	13.2,	1.3068
0.698,	-33.3333,	13.2666,	1.32003
0.699,	-33.3328,	13.3333,	1.33333
0.7,	-33.3333,	13.4,	1.3467
0.701,	-33.3333,	13.4666,	1.36013
0.702,	-33.3333,	13.5333,	1.37363
0.703,	-33.3328,	13.6,	1.3872
0.704,	-33.3333,	13.6666,	1.40083
0.705,	-33.3333,	13.7333,	1.41453
0.706,	-33.3328,	13.8,	1.4283
0.707,	-33.3333,	13.8666,	1.44213
0.708,	-33.3333,	13.9333,	1.45603
0.709,	-33.3328,	14,	1.47
0.71,	-33.3333,	14.0666,	1.48403
0.711,	-33.3333,	14.1333,	1.49813
0.712,	-33.3328,	14.2,	1.5123
0.713,	-33.3333,	14.2666,	1.52653
0.714,	-33.3333,	14.3333,	1.54083
0.715,	-33.3328,	14.4,	1.5552
0.716,	-33.3333,	14.4666,	1.56963
0.717,	-33.3333,	14.5333,	1.58413
0.718,	-33.3328,	14.6,	1.5987
0.719,	-33.3333,	14.6666,	1.61333
0.72,	-33.3333,	14.7333,	1.62803
0.721,	-33.3333,	14.8,	1.6428
0.722,	-33.3328,	14.8666,	1.65763
0.723,	-33.3333,	14.9333,	1.67253
0.724,	-33.3333,	15,	1.6875
0.725,	-33.3328,	15.0666,	1.70253
0.726,	-33.3333,	15.1333,	1.71763
0.727,	-33.3333,	15.2,	1.7328
0.728,	-33.3328,	15.2666,	1.74803
0.729,	-33.3333,	15.3333,	1.76333
0.73,	-33.3333,	15.4,	1.7787
0.731,	-33.3328,	15.4666,	1.79413
0.732,	-33.3333,	15.5333,	1.80963
0.733,	-33.3333,	15.5999,	1.8252
0.734,	-33.3333,	15.6666,	1.84083
0.735,	-33.3328,	15.7333,	1.85653
0.736,	-33.3333,	15.7999,	1.8723
0.737,	-33.3333,	15.8666,	1.88813
0.738,	-33.3328,	15.9333,	1.90403
0.739,	-33.3333,	15.9999,	1.92
0.74,	-33.3333,	16.0666,	1.93603
0.741,	-33.3328,	16.1333,	1.95213
0.742,	-33.3338,	16.1999,	1.9683
0.743,	-33.3328,	16.2666,	1.98453
0.744,	-33.3328,	16.3333,	2.00083
0.745,	-33.3338,	16.3999,	2.0172
0.746,	-33.3328,	16.4666,	2.03363
0.747,	-33.3328,	16.5333,	2.05013
0.748,	-33.3338,	16.5999,	2.0667
0.749,	-33.3328,	16.6666,	2.08333
0.75,	-33.3328,	16.7333,	2.10003
0.751,	-33.3338,	16.7999,	2.1168
0.752,	-33.3328,	16.8666,	2.13363
0.753,	-33.3328,	16.9333,	2.15053
0.754,	-33.3338,	16.9999,	2.1675
0.755,	-33.3328,	17.0666,	2.18453
0.756,	-33.3328,	17.1333,	2.20163
0.757,	-33.3338,	17.1999,	2.2188
0.758,	-33.3328,	17.2666,	2.23603
0.759,	-33.3328,	17.3333,	2.25333
0.76,	-33.3338,	17.3999,	2.2707
0.761,	-33.3328,	17.4666,	2.28813
0.762,	-33.3328,	17.5333,	2.30563
0.763,	-33.3338,	17.5999,	2.32319
0.764,	-33.3328,	17.6666,	2.34083
0.765,	-33.3328,	17.7333,	2.35853
0.766,	-33.3338,	17.7999,	2.37629
0.767,	-33.3328,	17.8666,	2.39413
0.768,	-33.3328,	17.9333,	2.41203
0.769,	-33.3338,	17.9999,	2.42999
0.77,	-33.3328,	18.0666,	2.44803
0.771,	-33.3328,	18.1333,	2.46613
0.772,	-33.3338,	18.1999,	2.48429
0.773,	-33.3328,	18.2666,	2.50253
0.774,	-33.3328,	18.3333,	2.52083
0.775,	-33.3338,	18.3999,	2.53919
0.776,	-33.3328,	18.4666,	2.55763
0.777,	-33.3338,	18.5333,	2.57613
0.778,	-33.3328,	18.5999,	2.59469
0.779,	-33.3328,	18.6666,	2.61333
0.78,	-33.3338,	18.7333,	2.63203
0.781,	-33.3328,	18.7999,	2.65079
0.782,	-33.3328,	18.8666,	2.66963
0.783,	-33.3338,	18.9333,	2.68853
0.784,	-33.3328,	18.9999,	2.70749
0.785,	-33.3328,	19.0666,	2.72653
0.786,	-33.3338,	19.1333,	2.74563
0.787,	-33.3328,	19.1999,	2.76479
0.788,	-33.3328,	19.2666,	2.78403
0.789,	-33.3338,	19.3333,	2.80333
0.79,	-33.3328,	19.3999,	2.82269
0.791,	-33.3328,	19.4666,	2.84213
0.792,	-33.3338,	19.5333,	2.86163
0.793,	-33.3328,	19.5999,	2.88119
0.794,	-33.3328,	19.6666,	2.90083
0.795,	-33.3338,	19.7333,	2.92053
0.796,	-33.3328,	19.7999,	2.94029
0.797,	-33.3328,	19.8666,	2.96013
0.798,	-33.3338,	19.9333,	2.98003
0.799,	-33.3328,	19.9999,	2.99999
0.8,	-33.3328,	20.0666,	3.02003
0.801,	-33.3338,	20.1333,	3.04013
0.802,	-33.3328,	20.1999,	3.06029
0.803,	-33.3328,	20.2666,	3.08053
0.804,	-33.3338,	20.3333,	3.10083
0.805,	-33.3328,	20.3999,	3.12119
0.806,	-33.3338,	20.4666,	-3.14156
0.807,	-33.3328,	20.5333,	-3.12106
0.808,	-33.3328,	20.5999,	-3.10049
0.809,	-33.3338,	20.6666,	-3.07986
0.81,	-33.3328,	20.7333,	-3.05916
0.811,	-33.3328,	20.7999,	-3.03839
0.812,	-33.3338,	20.8666,	-3.01756
0.813,	-33.3328,	20.9333,	-2.99666
0.814,	-33.3328,	20.9999,	-2.97569
0.815,	-33.3338,	21.0666,	-2.95466
0.816,	-33.3328,	21.1333,	-2.93356
0.817,	-33.3328,	21.1999,	-2.91239
0.818,	-33.3338,	21.2666,	-2.89116
0.819,	-33.3328,	21.3333,	-2.86986
0.82,	-33.3328,	21.3999,	-2.84849
0.821,	-33.3338,	21.4666,	-2.82706
0.822,	-33.3328,	21.5333,	-2.80556
0.823,	-33.3328,	21.5999,	-2.78399
0.824,	-33.3338,	21.6666,	-2.76236
0.825,	-33.3328,	21.7332,	-2.74066
