time,	T,	w,	th
2.04,	0,	0,	100
2.041,	0,	0,	100
2.042,	0,	0,	100
2.043,	0,	0,	100
2.044,	0,	0,	100
2.045,	0,	0,	100
2.046,	0,	0,	100
2.047,	0,	0,	100
2.048,	0,	0,	100
2.049,	0,	0,	100
2.05,	0,	0,	100
2.051,	0,	0,	100
2.052,	0,	0,	100
2.053,	0,	0,	100
2.054,	0,	0,	100
2.055,	0,	0,	100
2.056,	0,	0,	100
2.057,	0,	0,	100
2.058,	0,	0,	100
2.059,	0,	0,	100
2.06,	0,	0,	100
2.061,	0,	0,	100
2.062,	0,	0,	100
2.063,	0,	0,	100
2.064,	0,	0,	100
2.065,	0,	0,	100
2.066,	0,	0,	100
2.067,	0,	0,	100
2.068,	0,	0,	100
2.069,	0,	0,	100
2.07,	0,	0,	100
2.071,	0,	0,	100
2.072,	0,	0,	100
2.073,	0,	0,	100
2.074,	0,	0,	100
2.075,	0,	0,	100
2.076,	0,	0,	100
2.077,	0,	0,	100
2.078,	0,	0,	100
2.079,	0,	0,	100
2.08,	0,	0,	100
2.081,	0,	0,	100
2.082,	0,	0,	100
2.083,	0,	0,	100
2.084,	0,	0,	100
2.085,	0,	0,	100
2.086,	0,	0,	100
2.087,	0,	0,	100
2.088,	0,	0,	100
2.089,	0,	0,	100
2.09,	0,	0,	100
2.091,	0,	0,	100
2.092,	0,	0,	100
2.093,	0,	0,	100
2.094,	0,	0,	100
2.095,	0,	0,	100
2.096,	0,	0,	100
2.097,	0,	0,	100
2.098,	0,	0,	100
2.099,	0,	0,	100
2.1,	0,	0,	100
2.101,	0,	0,	100
2.102,	0,	0,	100
